title;phones;city;address;instagram;whatsapp;e-mails;url
GALAXY ROX;+7‒778‒633‒45‒42;shymkent;8-й микрорайон, 3/1;https://www.instagram.com/galaxyrox_shymkent/;https://api.whatsapp.com/send/?phone=77786334542&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001045891742/69.580305%2C42.323378
СКАЗКА;;shymkent;проспект Кабанбай батыра, 2а/1;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001026084017/69.608372%2C42.300393
DIALOGUE LOUNGE;+7‒775‒774‒14‒54,+7‒700‒612‒60‒60;shymkent;улица Дулати, 177;;https://api.whatsapp.com/send/?phone=77757741454&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001045235034/69.610074%2C42.338921
BEER CLUB;+7‒777‒521‒77‒77,+7‒771‒317‒07‒11;shymkent;улица Жибек жолы, 45;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001026009250/69.636842%2C42.330927
КӨРКЕМ;+7‒775‒471‒66‒33;shymkent;микрорайон Асар, 2064/1;https://www.instagram.com/korkem_kafe/;https://api.whatsapp.com/send/?phone=77754716633&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001034826294/69.59838%2C42.406439
AL HAYAT;+7‒700‒140‒71‒71;shymkent;улица 30 лет Октября, 1;;https://api.whatsapp.com/send/?phone=77001407171&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001058684887/69.561551%2C42.31945
TURKA;+7‒701‒748‒21‒21;shymkent;18-й микрорайон, 46;https://www.instagram.com/cafeturka.kz/;https://api.whatsapp.com/send/?phone=77017482121&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001037660339/69.630863%2C42.338792
АДАНА;+7 (7252) 53‒43‒00,+7‒705‒351‒40‒09;shymkent;проспект Бауыржан Момышулы, 3;https://www.instagram.com/adana.shymkent/;https://api.whatsapp.com/send/?phone=77053514009&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001025761071/69.588838%2C42.317813
OSAKA SUSHI & PIZZA;+7‒775‒642‒22‒14,+7‒707‒742‒22‒14;shymkent;18-й микрорайон, 64;https://www.instagram.com/osaka.kz/;https://api.whatsapp.com/send/?phone=77077422214&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001034501118/69.631441%2C42.340167
DOBRO;+7‒778‒405‒48‒15,+7‒701‒505‒55‒50;shymkent;улица Крейсера Авроры, 26/2;https://www.instagram.com/dobro_breakfasts/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001056356523/69.578859%2C42.330987
LOUNGE PROCOFFEE;+7‒775‒447‒27‒29,+7‒707‒358‒08‒78;shymkent;улица Гани Иляева, 3;https://www.instagram.com/lounge.procoffee.ilyaeva/;https://api.whatsapp.com/send/?phone=77073580878&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001041538368/69.584311%2C42.321777
МАГНИТ;+7‒701‒044‒05‒05;shymkent;проспект Тауке хана, 37/1;https://www.instagram.com/magnit.shymkent/;https://api.whatsapp.com/send/?phone=77010440505&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/20/firm/70000001040972189/69.602702%2C42.317493
ТАХИР;+7 (7252) 43‒36‒64,+7‒701‒505‒02‒55;shymkent;улица Торекулова, 80;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001026867725/69.612696%2C42.323407
САЯЖАЙ;+7‒700‒276‒59‒57;shymkent;улица Музтау, 1422;https://www.instagram.com/sayazhay_shymkent/;https://api.whatsapp.com/send/?phone=77002765957&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001051230973/69.553945%2C42.404372
ЗЕРТАС;+7‒707‒525‒68‒29;shymkent;улица Сырым батыра, 17;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001027875508/69.602165%2C42.385867
МЕТЕЛИЦА;+7‒705‒350‒17‒99,+7 (7252) 53‒74‒30,+7‒702‒723‒70‒30;shymkent;проспект Тауке хана, 26/1;https://www.instagram.com/metelica.cafe/;https://api.whatsapp.com/send/?phone=77053501799&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001025925762/69.595165%2C42.318499
SOCIAL;+7‒778‒223‒66‒15;shymkent;улица Желтоксан, 60;https://www.instagram.com/social_hookah_bar/;https://api.whatsapp.com/send/?phone=77782236615&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001031612176/69.603534%2C42.322488
СУЛТАН;+7‒775‒534‒82‒19;shymkent;улица Құрбан Ата, 5;;https://api.whatsapp.com/send/?phone=77755348219&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001026631879/69.639447%2C42.289276
МЕЙМАН АТА;+7‒747‒222‒06‒98;shymkent;Тамерлановское шоссе, 74/2;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001025985572/69.544846%2C42.3399
ХАНСУЛТАН;+7‒701‒132‒26‒56;shymkent;улица Юсупова, 320/1;https://www.instagram.com/khansultan_cafe/;https://api.whatsapp.com/send/?phone=77011322656&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001027775324/69.564849%2C42.371222
RELAX KIDS;+7‒700‒110‒60‒60;shymkent;улица Азим, 160;https://www.instagram.com/relaxkids_shymkent/;https://api.whatsapp.com/send/?phone=77001106060&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001026013463/69.634826%2C42.328879
ЖЕТI АТА;+7‒775‒792‒02‒30;shymkent;улица Жибек жолы, 581/3;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001027010889/69.674618%2C42.342165
ШҰҒЫЛА;+7 (7252) 56‒36‒28,+7‒778‒701‒80‒02;shymkent;проспект Республики, 14;https://www.instagram.com/sushi_time17/;https://api.whatsapp.com/send/?phone=77717505967&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001025788586/69.579463%2C42.314951
AL` BEREKE;+7‒707‒555‒93‒52,+7‒775‒643‒62‒28,+7‒747‒049‒04‒24;shymkent;проспект Абая, 5а;https://www.instagram.com/alberekee/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/21/firm/70000001045313020/69.555758%2C42.315041
ПИВНАЯ ДУМА;+7 (7252) 32‒34‒93,+7‒701‒032‒00‒77,+7‒705‒883‒39‒56;shymkent;улица Адырбекова, 117/1;https://www.instagram.com/firkan.duma/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001027479374/69.617797%2C42.3286
JAM BAKERY;+7‒776‒656‒60‒00;shymkent;улица Гани Иляева, 24/2;https://www.instagram.com/jambakery_cafe/;https://api.whatsapp.com/send/?phone=77766566000&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001061155911/69.596636%2C42.321127
FISHER;+7‒708‒275‒70‒07,+7‒700‒648‒60‒77;shymkent;улица Ибрагим Ата, 300/1;https://www.instagram.com/fisher_kafe_sayram/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001061222813/69.695216%2C42.323737
АСЕМ;+7‒708‒741‒27‒64,+7‒707‒777‒32‒81,+7‒701‒118‒74‒75;shymkent;Тамерлановское шоссе, 16;;https://api.whatsapp.com/send/?phone=77087412764&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001025873005/69.554144%2C42.335666
DIANA;+7‒701‒026‒02‒02;shymkent;улица Туркестанская, 67;https://www.instagram.com/diana_meiramhana/;https://api.whatsapp.com/send/?phone=77012920202&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001025918848/69.60137%2C42.314384
OZEL;+7‒700‒100‒20‒44;shymkent;улица Шаяхметова, 744/1;https://www.instagram.com/ozel_chaihana/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001040856923/69.64242%2C42.351066
IMPERATOR SUSHI PIZZA;+7‒778‒001‒62‒62;shymkent;проспект Нурсултана Назарбаева, 20;https://www.instagram.com/imperator_shymkent/;https://api.whatsapp.com/send/?phone=77780016262&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001026041404/69.655355%2C42.355692
VANYA LUX;+7 (7252) 42‒60‒69,+7‒708‒713‒11‒34,+7‒707‒597‒10‒28;shymkent;улица Рыскулова, 5Б;;https://api.whatsapp.com/send/?phone=77754096407&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001041405287/69.609348%2C42.34669
ANKARA KEBAB HOUSE;+7‒707‒676‒17‒05,+7‒701‒711‒50‒00;shymkent;улица Казыбек Би, 5;https://www.instagram.com/ankara_kebab_house/;https://api.whatsapp.com/send/?phone=77076761705&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001025785769/69.601057%2C42.312048
AIZHAMAL-ТӘТТІЛЕРІ;+7‒778‒385‒93‒33,+7‒701‒938‒68‒86;shymkent;улица Рыскулова, 28;https://www.instagram.com/aizhamal_tattileri/;https://api.whatsapp.com/send/?phone=77019386886&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;aizhamal.konditer@gmail.com;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001050900240/69.625442%2C42.3418
ЖОЛДАС АТА;+7 (7252) 45‒32‒32,+7‒778‒184‒48‒84,+7‒702‒876‒00‒23;shymkent;улица Жиделибайсын, 20а;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001026009178/69.527774%2C42.348415
ФАРРУХ;;shymkent;улица Торекулова, 77;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/22/firm/70000001026867495/69.611835%2C42.323904
TEFTELKA;+7‒700‒235‒48‒67,+7‒707‒698‒68‒99;shymkent;улица Желтоксан, 8;;https://api.whatsapp.com/send/?phone=77002354867&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001050914609/69.584817%2C42.324213
SHASHLYC;+7‒702‒421‒42‒72,+7‒708‒158‒74‒15,+7‒700‒242‒25‒05;shymkent;улица Сасбукаева, 119;https://www.instagram.com/shashlyc/;https://api.whatsapp.com/send/?phone=77024214272&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001044206777/69.623009%2C42.330255
SUNCREMO;+7 (7252) 41‒30‒86,+7‒707‒145‒88‒88;shymkent;улица Мадели Кожа, 58а;https://www.instagram.com/suncremo_cafe/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001025787429/69.599158%2C42.330678
ALASHA;+7‒778‒060‒00‒04;shymkent;улица Куаныша Толеметова, 69/42;https://www.instagram.com/alasha.shymkent/;https://api.whatsapp.com/send/?phone=77780600004&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001045148529/69.596642%2C42.380102
YRYS;+7‒700‒761‒13‒21,+7‒705‒356‒13‒79,+7‒702‒681‒25‒31;shymkent;Алматинская трасса, 40/40;;https://api.whatsapp.com/send/?phone=77021271246&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001051322995/69.661922%2C42.37721
AVALON;+7‒702‒000‒38‒32,+7‒701‒735‒38‒32;shymkent;Алматинская трасса, 19/10;https://www.instagram.com/avalon_shymkent/;https://api.whatsapp.com/send/?phone=77020003832&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001047661958/69.713022%2C42.370677
БАХОР;+7‒702‒579‒79‒50,+7‒707‒579‒79‒40,+7‒707‒854‒41‒05;shymkent;улица Айбергенова, 1;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001027684530/69.543055%2C42.352581
HADIYA SHAYHANA;+7‒747‒222‒04‒15;shymkent;микрорайон Нурсат, 99;https://www.instagram.com/hadiya.shayhana.shymkent/;https://api.whatsapp.com/send/?phone=77472220415&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001063140771/69.627115%2C42.365331
ЭШТАЙ-АТА;+7‒701‒404‒87‒45;shymkent;улица Жылкышиева, 67;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001025718748/69.609962%2C42.319873
BAIQONYR COFFEE STATION;+7‒701‒084‒96‒69,+7‒701‒084‒73‒33;shymkent;улица Желтоксан, 20;https://www.instagram.com/baiqonyr_coffee/;https://api.whatsapp.com/send/?phone=77010849669&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001063700733/69.592209%2C42.325094
ҚҰС ЖОЛЫ;+7‒702‒536‒21‒11;shymkent;улица Алибекова, 1а;https://www.instagram.com/kuszholy_kafe/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001026506736/69.629568%2C42.378731
БАТЫР;;shymkent;улица Желтоксан, 200;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/23/firm/70000001026178026/69.636393%2C42.31484
НАВАТ;;shymkent;улица Құрбан Ата, 67/2;https://www.instagram.com/navat__cafee/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/24/firm/70000001029358148/69.639169%2C42.289607
ШАБАДА;+7‒747‒895‒28‒92,+7‒775‒272‒08‒33;shymkent;улица Аль-Фараби, 111/7;https://www.instagram.com/kafe_shabada/;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/24/firm/70000001026865805/69.717172%2C42.31451
ИНЖИР;+7‒778‒654‒10‒52;shymkent;улица Жибек жолы, 3;;;;https://2gis.kz/shymkent/search/%D0%BA%D0%B0%D1%84%D0%B5/page/24/firm/70000001025887147/69.631312%2C42.328878
